id,path,a,b,c,root_1,root_2,equation
eqn_1691,quadratic/eqn_1691,3,0,-1,0.5774,-0.5774,3x² - 1 = 0
eqn_1692,quadratic/eqn_1692,15,22,-47,1.1827,-2.6493,15x² + 22x = 47
eqn_1693,quadratic/eqn_1693,1,-10,9,-1.0,-9.0,(x + 1)(x + 9) = 0
eqn_1694,quadratic/eqn_1694,2,3,-2,0.5,-2.0,2x² + 3x - 2 = 0
eqn_1695,quadratic/eqn_1695,14,-3,-83,2.5444,-2.3301,14x² - 3x = 83
eqn_1696,quadratic/eqn_1696,16,41,24,-0.905,-1.6575,41x + 24 = -16x²
eqn_1697,quadratic/eqn_1697,1,26,25,1.0,25.0,(x - 1)(x - 25) = 0
eqn_1698,quadratic/eqn_1698,1,0,-8,2.8284,-2.8284,x² - 8 = 0
eqn_1699,quadratic/eqn_1699,13,24,-91,1.8791,-3.7252,13x² + 24x = 91
eqn_1700,quadratic/eqn_1700,12,91,80,-1.015,-6.5684,91x + 80 = -12x²
eqn_1701,quadratic/eqn_1701,2,1,-2,0.7808,-1.2808,2x² + x - 2 = 0
eqn_1702,quadratic/eqn_1702,1,-12,27,-3.0,-9.0,(x + 3)(x + 9) = 0
eqn_1703,quadratic/eqn_1703,1,-17,-480,15.0,-32.0,(x - 15)(x + 32) = 0
eqn_1704,quadratic/eqn_1704,5,0,-9,1.3416,-1.3416,5x² - 9 = 0
eqn_1705,quadratic/eqn_1705,13,85,38,-0.4827,-6.0558,85x + 38 = -13x²
eqn_1706,quadratic/eqn_1706,8,83,64,-0.8389,-9.5361,83x + 64 = -8x²
eqn_1707,quadratic/eqn_1707,2,7,6,-1.5,-2.0,2x² + 7x + 6 = 0
eqn_1708,quadratic/eqn_1708,4,2,-4,0.7808,-1.2808,4x² + 2x - 4 = 0
eqn_1709,quadratic/eqn_1709,4,-1,0,0.25,0.0,4x² - x = 0
eqn_1710,quadratic/eqn_1710,12,95,17,-0.1832,-7.7335,95x + 17 = -12x²
eqn_1711,quadratic/eqn_1711,1,1,-272,-16.0,17.0,(x + 16)(x - 17) = 0
eqn_1712,quadratic/eqn_1712,11,26,15,-1.0,-1.3636,26x + 15 = -11x²
eqn_1713,quadratic/eqn_1713,2,10,-1,0.0981,-5.0981,2x² + 10x - 1 = 0
eqn_1714,quadratic/eqn_1714,5,8,0,0.0,-1.6,5x² + 8x = 0
eqn_1715,quadratic/eqn_1715,4,1,-7,1.2038,-1.4538,4x² + x - 7 = 0
eqn_1716,quadratic/eqn_1716,4,1,-7,1.2038,-1.4538,4x² + x - 7 = 0
eqn_1717,quadratic/eqn_1717,1,10,-6,0.5678,-10.5678,x² + 10x - 6 = 0
eqn_1718,quadratic/eqn_1718,12,14,-70,1.9013,-3.068,12x² + 14x = 70
eqn_1719,quadratic/eqn_1719,6,42,34,-0.9342,-6.0658,42x + 34 = -6x²
eqn_1720,quadratic/eqn_1720,3,84,5,-0.0597,-27.9403,84x + 5 = -3x²
eqn_1721,quadratic/eqn_1721,1,-4,-45,5.0,-9.0,(x - 5)(x + 9) = 0
eqn_1722,quadratic/eqn_1722,12,5,-45,1.7393,-2.156,12x² + 5x = 45
eqn_1723,quadratic/eqn_1723,14,8,1,-0.1847,-0.3867,8x + 1 = -14x²
eqn_1724,quadratic/eqn_1724,1,6,-40,-4.0,10.0,(x + 4)(x - 10) = 0
eqn_1725,quadratic/eqn_1725,15,43,0,0.0,-2.8667,43x = -15x²
eqn_1726,quadratic/eqn_1726,3,8,-6,0.6103,-3.277,3x² + 8x - 6 = 0
eqn_1727,quadratic/eqn_1727,4,79,22,-0.2825,-19.4675,79x + 22 = -4x²
eqn_1728,quadratic/eqn_1728,5,83,18,-0.2198,-16.3802,83x + 18 = -5x²
eqn_1729,quadratic/eqn_1729,7,85,2,-0.0236,-12.1193,85x + 2 = -7x²
eqn_1730,quadratic/eqn_1730,17,-24,-81,3.0,-1.5882,17x² - 24x = 81
eqn_1731,quadratic/eqn_1731,1,-7,-98,-14.0,7.0,(x + 14)(x - 7) = 0
eqn_1732,quadratic/eqn_1732,3,38,12,-0.3241,-12.3426,38x + 12 = -3x²
eqn_1733,quadratic/eqn_1733,3,6,-10,1.0817,-3.0817,3x² + 6x - 10 = 0
eqn_1734,quadratic/eqn_1734,1,-6,-91,-13.0,7.0,(x + 13)(x - 7) = 0
eqn_1735,quadratic/eqn_1735,19,-25,-25,1.9802,-0.6645,19x² - 25x = 25
eqn_1736,quadratic/eqn_1736,1,-4,-165,11.0,-15.0,(x - 11)(x + 15) = 0
eqn_1737,quadratic/eqn_1737,3,-3,-2,1.4574,-0.4574,3x² - 3x - 2 = 0
eqn_1738,quadratic/eqn_1738,1,-32,31,-1.0,-31.0,(x + 1)(x + 31) = 0
eqn_1739,quadratic/eqn_1739,3,68,1,-0.0147,-22.652,68x + 1 = -3x²
eqn_1740,quadratic/eqn_1740,3,10,4,-0.4648,-2.8685,3x² + 10x + 4 = 0
eqn_1741,quadratic/eqn_1741,1,16,-57,19.0,-3.0,(x - 19)(x + 3) = 0
eqn_1742,quadratic/eqn_1742,4,7,-9,0.8616,-2.6116,4x² + 7x - 9 = 0
eqn_1743,quadratic/eqn_1743,7,82,36,-0.4568,-11.2574,82x + 36 = -7x²
eqn_1744,quadratic/eqn_1744,17,16,-27,0.8747,-1.8158,17x² + 16x = 27
eqn_1745,quadratic/eqn_1745,1,-18,81,-9.0,-9.0,(x + 9)(x + 9) = 0
eqn_1746,quadratic/eqn_1746,7,46,53,-1.49,-5.0814,46x + 53 = -7x²
eqn_1747,quadratic/eqn_1747,18,-22,-33,2.0966,-0.8744,18x² - 22x = 33
eqn_1748,quadratic/eqn_1748,5,-3,-9,1.6748,-1.0748,5x² - 3x - 9 = 0
eqn_1749,quadratic/eqn_1749,15,72,45,-0.7387,-4.0613,72x + 45 = -15x²
eqn_1750,quadratic/eqn_1750,5,0,-1,0.4472,-0.4472,5x² - 1 = 0
eqn_1751,quadratic/eqn_1751,1,3,-340,20.0,-17.0,(x - 20)(x + 17) = 0
eqn_1752,quadratic/eqn_1752,3,10,-5,0.4415,-3.7749,3x² + 10x - 5 = 0
eqn_1753,quadratic/eqn_1753,13,86,3,-0.0351,-6.5803,86x + 3 = -13x²
eqn_1754,quadratic/eqn_1754,11,-18,-95,3.8687,-2.2324,11x² - 18x = 95
eqn_1755,quadratic/eqn_1755,5,2,-6,0.9136,-1.3136,5x² + 2x - 6 = 0
eqn_1756,quadratic/eqn_1756,19,-18,-93,2.7362,-1.7889,19x² - 18x = 93
eqn_1757,quadratic/eqn_1757,10,61,5,-0.0831,-6.0169,61x + 5 = -10x²
eqn_1758,quadratic/eqn_1758,1,-19,-216,8.0,-27.0,(x - 8)(x + 27) = 0
eqn_1759,quadratic/eqn_1759,1,15,50,5.0,10.0,(x - 5)(x - 10) = 0
eqn_1760,quadratic/eqn_1760,5,82,-7,0.0849,-16.4849,82x - 7 = -5x²
eqn_1761,quadratic/eqn_1761,16,92,0,0.0,-5.75,92x = -16x²
eqn_1762,quadratic/eqn_1762,1,-46,448,-14.0,-32.0,(x + 14)(x + 32) = 0
eqn_1763,quadratic/eqn_1763,2,8,-8,0.8284,-4.8284,2x² + 8x - 8 = 0
eqn_1764,quadratic/eqn_1764,3,-2,-10,2.1893,-1.5226,3x² - 2x - 10 = 0
eqn_1765,quadratic/eqn_1765,1,-5,-204,12.0,-17.0,(x - 12)(x + 17) = 0
eqn_1766,quadratic/eqn_1766,4,9,-7,0.6116,-2.8616,4x² + 9x - 7 = 0
eqn_1767,quadratic/eqn_1767,4,48,-6,0.1237,-12.1237,48x - 6 = -4x²
eqn_1768,quadratic/eqn_1768,6,39,44,-1.453,-5.047,39x + 44 = -6x²
eqn_1769,quadratic/eqn_1769,11,60,55,-1.1659,-4.2887,60x + 55 = -11x²
eqn_1770,quadratic/eqn_1770,18,-8,-20,1.2995,-0.855,18x² - 8x = 20
eqn_1771,quadratic/eqn_1771,17,-14,-37,1.9434,-1.1199,17x² - 14x = 37
eqn_1772,quadratic/eqn_1772,1,21,80,16.0,5.0,(x - 16)(x - 5) = 0
eqn_1773,quadratic/eqn_1773,20,23,-38,0.9185,-2.0685,20x² + 23x = 38
eqn_1774,quadratic/eqn_1774,18,21,-59,1.3188,-2.4855,18x² + 21x = 59
eqn_1775,quadratic/eqn_1775,13,9,-55,1.7397,-2.432,13x² + 9x = 55
eqn_1776,quadratic/eqn_1776,3,-2,-10,2.1893,-1.5226,3x² - 2x - 10 = 0
eqn_1777,quadratic/eqn_1777,10,8,-31,1.4055,-2.2055,10x² + 8x = 31
eqn_1778,quadratic/eqn_1778,5,8,-5,0.4806,-2.0806,5x² + 8x - 5 = 0
eqn_1779,quadratic/eqn_1779,1,40,396,22.0,18.0,(x - 22)(x - 18) = 0
eqn_1780,quadratic/eqn_1780,1,48,576,24.0,24.0,(x - 24)(x - 24) = 0
eqn_1781,quadratic/eqn_1781,1,25,114,19.0,6.0,(x - 19)(x - 6) = 0
eqn_1782,quadratic/eqn_1782,20,7,-14,0.6798,-1.0298,20x² + 7x = 14
eqn_1783,quadratic/eqn_1783,1,-5,-84,-12.0,7.0,(x + 12)(x - 7) = 0
eqn_1784,quadratic/eqn_1784,13,12,-14,0.6742,-1.5973,13x² + 12x = 14
eqn_1785,quadratic/eqn_1785,5,1,-8,1.1689,-1.3689,5x² + x - 8 = 0
eqn_1786,quadratic/eqn_1786,2,2,-7,1.4365,-2.4365,2x² + 2x - 7 = 0
eqn_1787,quadratic/eqn_1787,5,5,-8,0.8601,-1.8601,5x² + 5x - 8 = 0
eqn_1788,quadratic/eqn_1788,8,68,58,-0.9618,-7.5382,68x + 58 = -8x²
eqn_1789,quadratic/eqn_1789,18,-3,-70,2.0571,-1.8905,18x² - 3x = 70
eqn_1790,quadratic/eqn_1790,10,4,-34,1.6547,-2.0547,10x² + 4x = 34
eqn_1791,quadratic/eqn_1791,7,30,6,-0.2103,-4.0754,30x + 6 = -7x²
eqn_1792,quadratic/eqn_1792,11,24,-16,0.5353,-2.7171,11x² + 24x = 16
eqn_1793,quadratic/eqn_1793,1,-25,144,-16.0,-9.0,(x + 16)(x + 9) = 0
eqn_1794,quadratic/eqn_1794,2,1,-5,1.3508,-1.8508,2x² + x - 5 = 0
eqn_1795,quadratic/eqn_1795,3,-1,-1,0.7676,-0.4343,3x² - x - 1 = 0
eqn_1796,quadratic/eqn_1796,16,-11,-22,1.5657,-0.8782,16x² - 11x = 22
eqn_1797,quadratic/eqn_1797,1,22,-23,23.0,-1.0,(x - 23)(x + 1) = 0
eqn_1798,quadratic/eqn_1798,18,-6,-2,0.5393,-0.206,18x² - 6x = 2
eqn_1799,quadratic/eqn_1799,4,-2,-9,1.7707,-1.2707,4x² - 2x - 9 = 0
eqn_1800,quadratic/eqn_1800,2,5,-3,0.5,-3.0,2x² + 5x - 3 = 0
eqn_1801,quadratic/eqn_1801,18,-1,-74,2.0556,-2.0,18x² - x = 74
eqn_1802,quadratic/eqn_1802,11,-19,8,1.0,0.7273,11x² - 19x = -8
eqn_1803,quadratic/eqn_1803,11,80,51,-0.706,-6.5667,80x + 51 = -11x²
eqn_1804,quadratic/eqn_1804,1,-2,-4,3.2361,-1.2361,x² - 2x - 4 = 0
eqn_1805,quadratic/eqn_1805,19,-16,-64,2.3041,-1.462,19x² - 16x = 64
eqn_1806,quadratic/eqn_1806,6,63,21,-0.3446,-10.1554,63x + 21 = -6x²
eqn_1807,quadratic/eqn_1807,17,16,-11,0.4614,-1.4025,17x² + 16x = 11
eqn_1808,quadratic/eqn_1808,1,-34,280,-14.0,-20.0,(x + 14)(x + 20) = 0
eqn_1809,quadratic/eqn_1809,1,1,-342,19.0,-18.0,(x - 19)(x + 18) = 0
eqn_1810,quadratic/eqn_1810,3,90,12,-0.1339,-29.8661,90x + 12 = -3x²
eqn_1811,quadratic/eqn_1811,4,-2,-6,1.5,-1.0,4x² - 2x - 6 = 0
eqn_1812,quadratic/eqn_1812,20,22,-52,1.1537,-2.2537,20x² + 22x = 52
eqn_1813,quadratic/eqn_1813,11,9,-86,2.4168,-3.235,11x² + 9x = 86
eqn_1814,quadratic/eqn_1814,2,3,0,0.0,-1.5,2x² + 3x = 0
eqn_1815,quadratic/eqn_1815,1,-10,-459,17.0,-27.0,(x - 17)(x + 27) = 0
eqn_1816,quadratic/eqn_1816,16,-18,-89,2.9871,-1.8621,16x² - 18x = 89
eqn_1817,quadratic/eqn_1817,5,40,72,-2.7351,-5.2649,40x + 72 = -5x²
eqn_1818,quadratic/eqn_1818,1,23,42,2.0,21.0,(x - 2)(x - 21) = 0
eqn_1819,quadratic/eqn_1819,6,96,76,-0.8353,-15.1647,96x + 76 = -6x²
eqn_1820,quadratic/eqn_1820,2,9,9,-1.5,-3.0,2x² + 9x + 9 = 0
eqn_1821,quadratic/eqn_1821,12,-9,-68,2.7848,-2.0348,12x² - 9x = 68
eqn_1822,quadratic/eqn_1822,1,-8,-560,20.0,-28.0,(x - 20)(x + 28) = 0
eqn_1823,quadratic/eqn_1823,2,2,-6,1.3028,-2.3028,2x² + 2x - 6 = 0
eqn_1824,quadratic/eqn_1824,15,96,24,-0.2606,-6.1394,96x + 24 = -15x²
eqn_1825,quadratic/eqn_1825,3,6,-5,0.633,-2.633,3x² + 6x - 5 = 0
eqn_1826,quadratic/eqn_1826,1,-8,-48,-12.0,4.0,(x + 12)(x - 4) = 0
eqn_1827,quadratic/eqn_1827,18,6,-35,1.2377,-1.571,18x² + 6x = 35
eqn_1828,quadratic/eqn_1828,20,8,-16,0.7165,-1.1165,20x² + 8x = 16
eqn_1829,quadratic/eqn_1829,16,79,46,-0.6744,-4.2631,79x + 46 = -16x²
eqn_1830,quadratic/eqn_1830,6,76,32,-0.4361,-12.2306,76x + 32 = -6x²
eqn_1831,quadratic/eqn_1831,2,8,-3,0.3452,-4.3452,2x² + 8x - 3 = 0
eqn_1832,quadratic/eqn_1832,10,95,77,-0.8948,-8.6052,95x + 77 = -10x²
eqn_1833,quadratic/eqn_1833,17,25,-88,1.6558,-3.1263,17x² + 25x = 88
eqn_1834,quadratic/eqn_1834,8,88,68,-0.8363,-10.1637,88x + 68 = -8x²
eqn_1835,quadratic/eqn_1835,4,4,-9,1.0811,-2.0811,4x - 9 = -4x²
eqn_1836,quadratic/eqn_1836,1,5,-3,0.5414,-5.5414,x² + 5x - 3 = 0
eqn_1837,quadratic/eqn_1837,4,63,77,-1.3355,-14.4145,63x + 77 = -4x²
eqn_1838,quadratic/eqn_1838,18,10,-64,1.6282,-2.1837,18x² + 10x = 64
eqn_1839,quadratic/eqn_1839,14,-22,-39,2.6305,-1.059,14x² - 22x = 39
eqn_1840,quadratic/eqn_1840,10,70,-9,0.1263,-7.1263,70x - 9 = -10x²
eqn_1841,quadratic/eqn_1841,10,23,-8,0.3069,-2.6069,23x - 8 = -10x²
eqn_1842,quadratic/eqn_1842,16,-12,-4,1.0,-0.25, - 12x - 4 = -16x²
eqn_1843,quadratic/eqn_1843,15,-2,-38,1.6597,-1.5264,15x² - 2x = 38
eqn_1844,quadratic/eqn_1844,15,87,0,0.0,-5.8,87x = -15x²
eqn_1845,quadratic/eqn_1845,2,7,1,-0.1492,-3.3508,2x² + 7x + 1 = 0
eqn_1846,quadratic/eqn_1846,15,82,64,-0.9432,-4.5234,82x + 64 = -15x²
eqn_1847,quadratic/eqn_1847,1,8,-8,0.899,-8.899,x² + 8x - 8 = 0
eqn_1848,quadratic/eqn_1848,4,-2,-5,1.3956,-0.8956,4x² - 2x - 5 = 0
eqn_1849,quadratic/eqn_1849,8,76,76,-1.1358,-8.3642,76x + 76 = -8x²
eqn_1850,quadratic/eqn_1850,4,6,-1,0.1514,-1.6514,4x² + 6x - 1 = 0
eqn_1851,quadratic/eqn_1851,17,24,-22,0.6329,-2.0447,17x² + 24x = 22
eqn_1852,quadratic/eqn_1852,16,73,72,-1.4421,-3.1204,73x + 72 = -16x²
eqn_1853,quadratic/eqn_1853,4,3,-5,0.8042,-1.5542,4x² + 3x - 5 = 0
eqn_1854,quadratic/eqn_1854,1,7,12,4.0,3.0,(x - 4)(x - 3) = 0
eqn_1855,quadratic/eqn_1855,1,7,-5,0.6533,-7.6533,x² + 7x - 5 = 0
eqn_1856,quadratic/eqn_1856,11,36,21,-0.7597,-2.5131,36x + 21 = -11x²
eqn_1857,quadratic/eqn_1857,12,-25,-82,3.8556,-1.7723,12x² - 25x = 82
eqn_1858,quadratic/eqn_1858,1,17,42,14.0,3.0,(x - 14)(x - 3) = 0
eqn_1859,quadratic/eqn_1859,1,16,-192,24.0,-8.0,(x - 24)(x + 8) = 0
eqn_1860,quadratic/eqn_1860,5,23,-6,0.2475,-4.8475,23x - 6 = -5x²
eqn_1861,quadratic/eqn_1861,1,-5,-126,-14.0,9.0,(x + 14)(x - 9) = 0
eqn_1862,quadratic/eqn_1862,4,4,-9,1.0811,-2.0811,4x² + 4x - 9 = 0
eqn_1863,quadratic/eqn_1863,15,-15,-45,2.3028,-1.3028,15x² - 15x = 45
eqn_1864,quadratic/eqn_1864,11,-15,-95,3.6986,-2.335,11x² - 15x = 95
eqn_1865,quadratic/eqn_1865,1,36,275,11.0,25.0,(x - 11)(x - 25) = 0
eqn_1866,quadratic/eqn_1866,9,72,36,-0.5359,-7.4641,72x + 36 = -9x²
eqn_1867,quadratic/eqn_1867,2,-2,-2,1.618,-0.618,2x² - 2x - 2 = 0
eqn_1868,quadratic/eqn_1868,3,-2,-1,1.0,-0.3333,3x² - 2x - 1 = 0
eqn_1869,quadratic/eqn_1869,3,31,38,-1.4213,-8.912,31x + 38 = -3x²
eqn_1870,quadratic/eqn_1870,3,9,-1,0.1073,-3.1073,3x² + 9x - 1 = 0
eqn_1871,quadratic/eqn_1871,2,4,1,-0.2929,-1.7071,2x² + 4x + 1 = 0
eqn_1872,quadratic/eqn_1872,5,9,-4,0.3689,-2.1689,5x² + 9x - 4 = 0
eqn_1873,quadratic/eqn_1873,9,47,12,-0.2692,-4.953,47x + 12 = -9x²
eqn_1874,quadratic/eqn_1874,1,-3,-1,3.3028,-0.3028,x² - 3x - 1 = 0
eqn_1875,quadratic/eqn_1875,5,7,-2,0.2434,-1.6434,5x² + 7x - 2 = 0
eqn_1876,quadratic/eqn_1876,1,4,-140,14.0,-10.0,(x - 14)(x + 10) = 0
eqn_1877,quadratic/eqn_1877,1,-14,-275,11.0,-25.0,(x - 11)(x + 25) = 0
eqn_1878,quadratic/eqn_1878,1,35,250,25.0,10.0,(x - 25)(x - 10) = 0
eqn_1879,quadratic/eqn_1879,9,67,44,-0.7279,-6.7166,67x + 44 = -9x²
eqn_1880,quadratic/eqn_1880,1,-27,182,-13.0,-14.0,(x + 13)(x + 14) = 0
eqn_1881,quadratic/eqn_1881,11,11,-89,2.3881,-3.3881,11x² + 11x = 89
eqn_1882,quadratic/eqn_1882,3,6,-9,1.0,-3.0,3x² + 6x - 9 = 0
eqn_1883,quadratic/eqn_1883,6,88,26,-0.3017,-14.365,88x + 26 = -6x²
eqn_1884,quadratic/eqn_1884,12,-16,-51,2.8333,-1.5,12x² - 16x = 51
eqn_1885,quadratic/eqn_1885,12,68,81,-1.7029,-3.9637,68x + 81 = -12x²
eqn_1886,quadratic/eqn_1886,1,44,483,21.0,23.0,(x - 21)(x - 23) = 0
eqn_1887,quadratic/eqn_1887,4,44,58,-1.5314,-9.4686,44x + 58 = -4x²
eqn_1888,quadratic/eqn_1888,1,-9,8,-8.0,-1.0,(x + 8)(x + 1) = 0
eqn_1889,quadratic/eqn_1889,16,7,-4,0.327,-0.7645,16x² + 7x = 4
eqn_1890,quadratic/eqn_1890,4,10,-7,0.57,-3.07,4x² + 10x - 7 = 0
eqn_1891,quadratic/eqn_1891,1,-29,28,-1.0,-28.0,(x + 1)(x + 28) = 0
eqn_1892,quadratic/eqn_1892,3,-3,-2,1.4574,-0.4574,3x² - 3x - 2 = 0
eqn_1893,quadratic/eqn_1893,10,0,-78,2.7928,-2.7928,10x² = 78
eqn_1894,quadratic/eqn_1894,1,6,-187,17.0,-11.0,(x - 17)(x + 11) = 0
eqn_1895,quadratic/eqn_1895,2,7,3,-0.5,-3.0,2x² + 7x + 3 = 0
eqn_1896,quadratic/eqn_1896,9,51,1,-0.0197,-5.647,51x + 1 = -9x²
eqn_1897,quadratic/eqn_1897,1,-12,-160,8.0,-20.0,(x - 8)(x + 20) = 0
eqn_1898,quadratic/eqn_1898,1,0,-144,-12.0,12.0,(x + 12)(x - 12) = 0
eqn_1899,quadratic/eqn_1899,3,10,-10,0.8054,-4.1387,3x² + 10x - 10 = 0
eqn_1900,quadratic/eqn_1900,1,0,-400,20.0,-20.0,(x - 20)(x + 20) = 0
eqn_1901,quadratic/eqn_1901,14,12,-5,0.3068,-1.164,14x² + 12x = 5
eqn_1902,quadratic/eqn_1902,1,23,132,11.0,12.0,(x - 11)(x - 12) = 0
eqn_1903,quadratic/eqn_1903,13,-18,-95,3.4828,-2.0982,13x² - 18x = 95
eqn_1904,quadratic/eqn_1904,1,-43,280,-8.0,-35.0,(x + 8)(x + 35) = 0
eqn_1905,quadratic/eqn_1905,1,8,1,-0.127,-7.873,x² + 8x + 1 = 0
eqn_1906,quadratic/eqn_1906,12,66,62,-1.2022,-4.2978,66x + 62 = -12x²
eqn_1907,quadratic/eqn_1907,14,20,-11,0.4241,-1.8527,14x² + 20x = 11
eqn_1908,quadratic/eqn_1908,17,-7,-25,1.4359,-1.0241,17x² - 7x = 25
eqn_1909,quadratic/eqn_1909,10,74,62,-0.9632,-6.4368,74x + 62 = -10x²
eqn_1910,quadratic/eqn_1910,4,0,-7,1.3229,-1.3229,4x² - 7 = 0
eqn_1911,quadratic/eqn_1911,12,-10,-7,1.2867,-0.4534,12x² - 10x = 7
eqn_1912,quadratic/eqn_1912,10,-7,-7,1.2569,-0.5569,10x² - 7x = 7
eqn_1913,quadratic/eqn_1913,1,-45,374,-11.0,-34.0,(x + 11)(x + 34) = 0
eqn_1914,quadratic/eqn_1914,11,-12,-35,2.4108,-1.3198,11x² - 12x = 35
eqn_1915,quadratic/eqn_1915,1,-6,-27,3.0,-9.0,(x - 3)(x + 9) = 0
eqn_1916,quadratic/eqn_1916,5,-1,-1,0.5583,-0.3583,5x² - x - 1 = 0
eqn_1917,quadratic/eqn_1917,10,80,52,-0.7137,-7.2863,80x + 52 = -10x²
eqn_1918,quadratic/eqn_1918,11,90,27,-0.3119,-7.8699,90x + 27 = -11x²
eqn_1919,quadratic/eqn_1919,6,38,29,-0.8875,-5.4458,38x + 29 = -6x²
eqn_1920,quadratic/eqn_1920,1,-8,15,-3.0,-5.0,(x + 3)(x + 5) = 0
eqn_1921,quadratic/eqn_1921,6,96,46,-0.4944,-15.5056,96x + 46 = -6x²
eqn_1922,quadratic/eqn_1922,1,30,221,13.0,17.0,(x - 13)(x - 17) = 0
eqn_1923,quadratic/eqn_1923,2,9,5,-0.6492,-3.8508,2x² + 9x + 5 = 0
eqn_1924,quadratic/eqn_1924,1,0,-10,3.1623,-3.1623,x² - 10 = 0
eqn_1925,quadratic/eqn_1925,16,16,3,-0.25,-0.75,16x + 3 = -16x²
eqn_1926,quadratic/eqn_1926,1,-15,-76,4.0,-19.0,(x - 4)(x + 19) = 0
eqn_1927,quadratic/eqn_1927,16,35,-6,0.1598,-2.3473,35x - 6 = -16x²
eqn_1928,quadratic/eqn_1928,19,12,-74,1.6828,-2.3144,19x² + 12x = 74
eqn_1929,quadratic/eqn_1929,5,0,-1,0.4472,-0.4472,5x² - 1 = 0
eqn_1930,quadratic/eqn_1930,17,12,-100,2.098,-2.8038,17x² + 12x = 100
eqn_1931,quadratic/eqn_1931,5,7,-6,0.6,-2.0,5x² + 7x - 6 = 0
eqn_1932,quadratic/eqn_1932,3,0,-7,1.5275,-1.5275,3x² - 7 = 0
eqn_1933,quadratic/eqn_1933,2,1,-9,1.886,-2.386,2x² + x - 9 = 0
eqn_1934,quadratic/eqn_1934,13,5,-24,1.18,-1.5646,13x² + 5x = 24
eqn_1935,quadratic/eqn_1935,1,30,144,6.0,24.0,(x - 6)(x - 24) = 0
eqn_1936,quadratic/eqn_1936,16,22,-31,0.865,-2.24,16x² + 22x = 31
eqn_1937,quadratic/eqn_1937,4,2,-7,1.0963,-1.5963,4x² + 2x - 7 = 0
eqn_1938,quadratic/eqn_1938,10,43,39,-1.3,-3.0,43x + 39 = -10x²
eqn_1939,quadratic/eqn_1939,1,-17,-60,3.0,-20.0,(x - 3)(x + 20) = 0
eqn_1940,quadratic/eqn_1940,4,9,-3,0.2947,-2.5447,4x² + 9x - 3 = 0
eqn_1941,quadratic/eqn_1941,1,-13,-114,6.0,-19.0,(x - 6)(x + 19) = 0
eqn_1942,quadratic/eqn_1942,1,14,40,10.0,4.0,(x - 10)(x - 4) = 0
eqn_1943,quadratic/eqn_1943,1,-3,-18,3.0,-6.0,(x - 3)(x + 6) = 0
eqn_1944,quadratic/eqn_1944,12,-1,-43,1.9351,-1.8518,12x² - x = 43
eqn_1945,quadratic/eqn_1945,1,16,-36,18.0,-2.0,(x - 18)(x + 2) = 0
eqn_1946,quadratic/eqn_1946,17,1,-38,1.466,-1.5248,17x² + x = 38
eqn_1947,quadratic/eqn_1947,1,9,-7,0.7202,-9.7202,x² + 9x - 7 = 0
eqn_1948,quadratic/eqn_1948,1,36,288,12.0,24.0,(x - 12)(x - 24) = 0
eqn_1949,quadratic/eqn_1949,11,88,27,-0.3196,-7.6804,88x + 27 = -11x²
eqn_1950,quadratic/eqn_1950,14,18,-73,1.7294,-3.0151,14x² + 18x = 73
eqn_1951,quadratic/eqn_1951,1,45,504,21.0,24.0,(x - 21)(x - 24) = 0
eqn_1952,quadratic/eqn_1952,5,61,45,-0.7887,-11.4113,61x + 45 = -5x²
eqn_1953,quadratic/eqn_1953,2,6,-10,1.1926,-4.1926,2x² + 6x - 10 = 0
eqn_1954,quadratic/eqn_1954,4,4,-9,1.0811,-2.0811,4x² + 4x - 9 = 0
eqn_1955,quadratic/eqn_1955,1,40,396,22.0,18.0,(x - 22)(x - 18) = 0
eqn_1956,quadratic/eqn_1956,10,-19,-97,4.2061,-2.3061,10x² - 19x = 97
eqn_1957,quadratic/eqn_1957,2,4,-2,0.4142,-2.4142,2x² + 4x - 2 = 0
eqn_1958,quadratic/eqn_1958,1,-37,132,-4.0,-33.0,(x + 4)(x + 33) = 0
eqn_1959,quadratic/eqn_1959,1,5,-4,0.7016,-5.7016,x² + 5x - 4 = 0
eqn_1960,quadratic/eqn_1960,19,-25,-93,2.966,-1.6503,19x² - 25x = 93
eqn_1961,quadratic/eqn_1961,15,93,5,-0.0542,-6.1458,93x + 5 = -15x²
eqn_1962,quadratic/eqn_1962,2,0,-4,1.4142,-1.4142,2x² - 4 = 0
eqn_1963,quadratic/eqn_1963,1,3,-180,-12.0,15.0,(x + 12)(x - 15) = 0
eqn_1964,quadratic/eqn_1964,1,5,0,0.0,-5.0,x² + 5x = 0
eqn_1965,quadratic/eqn_1965,1,-18,-448,14.0,-32.0,(x - 14)(x + 32) = 0
eqn_1966,quadratic/eqn_1966,16,12,-92,2.0521,-2.8021,16x² + 12x = 92
eqn_1967,quadratic/eqn_1967,1,15,-54,-3.0,18.0,(x + 3)(x - 18) = 0
eqn_1968,quadratic/eqn_1968,15,18,-6,0.2718,-1.4718,15x² + 18x = 6
eqn_1969,quadratic/eqn_1969,5,90,55,-0.6334,-17.3666,90x + 55 = -5x²
eqn_1970,quadratic/eqn_1970,5,-3,-2,1.0,-0.4,5x² - 3x - 2 = 0
eqn_1971,quadratic/eqn_1971,12,14,-6,0.3333,-1.5,12x² + 14x = 6
eqn_1972,quadratic/eqn_1972,8,81,31,-0.3984,-9.7266,81x + 31 = -8x²
